"estacion","nombre","latitud","longitud"
"IFTETELADELMONT","Tetela del Monte, Mor. INIFAP*",18.970556,-99.271944
"IFTETELADELVOLC","Tetela del volcán, Mor. INIFAP*",18.882778,-98.710833
"IFTEZUITLAN","Estación Tezuitlán, Chis. INIFAP*",15.169444,-92.660833
"IFTIERRAAMARILL","Tierra Amarilla, Ver. INIFAP*",21.846944,-98.125
"IFTIERRABLANCA","Tierra Blanca, Zac. INIFAP*",21.904167,-102.899722
"IFTIRICUATO","Tiricuato, Mich. INIFAP*",19.056111,-101.395
"IFTLACHNOL","Tlachnol, Hgo. INIFAP*",21.052222,-98.604722
"IFTLALCUAPAN","Tlalcuapan, Tlax. INIFAP*",19.285,-98.155278
"IFTLALTEPEXE","Tlaltepexe, Hgo. INIFAP*",20.603333,-98.285833
"IFTLAXCO","Tlaxco, Tlax. INIFAP*",19.591389,-98.123056
"IFTOCAYUCA","Tocayuca, Hgo. INIFAP*",19.904444,-98.884444
"IFTOLCAYUCAN","Tolcayucan, Hgo. INIFAP*",19.904444,-98.884444
"IFTRESCARLOS","Tres Carlos, Son. INIFAP*",26.9,-109.483333
"IFTRESMARIA","Tres Marías, Oax. INIFAP*",17.784722,-96.264167
"IFTURUCUATO","Turucuato, Gro. INIFAP*",18.491667,-100.448333
"IFUACHHUATUSCO","Universidad Autónoma de Chapingo Región Huatusco, Ver. INIFAP*",19.174722,-96.9625
"IFUANL","Universidad Autónoma de Nuevo León, N.L. INIFAP*",25.870556,-100.039722
"IFUNIONGANADERA","Unión Ganadera Local, Coah. INIFAP*",27.913056,-101.538333
"IFUPT","Unidad Politécnica Tlaxcala Región Poniente, Tlax. INIFAP*",19.478889,-98.370833
"IFVALLEDEBANDER","Valle de Banderas, Nay. INIFAP*",20.784444,-105.241944
"IFVALLEMULEGE","Valle Mulegé, B.C.S. INIFAP*",26.8725,-112.029722
"IFVCARRANZA","Venustiano Carranza, Colonia INIFAP*",19.045,-104.0875
"IFVENUSTIANOCAR","Venustiano Carranza, Nay. INIFAP*",21.525,-104.973611
"IFVERDINERO","Verdiñero, Nay. INIFAP*",21.701667,-105.131944
"IFVICTORIA","Victoria de Cortazar, Gto. INIFAP*",20.283056,-101.061667
"IFVILLAANGELESF","Villa Ángeles Flores, Sin. INIFAP*",24.849444,-107.651389
"IFVILLABENITOJU","Villa Benito Juárez, Sin. INIFAP*",26.606944,-107.540833
"IFVILLANUEVA","Villanueva, Zac. INIFAP*",22.310833,-102.880278
"IFVIVEROSELLLAN","Viveros El Llano, N.L. INIFAP*",25.239444,-99.745556
"IFZACAPU","Zacapu, Mich. INIFAP*",19.879444,-101.758889
"IFZAPOTEPALIZAD","Zapote Palizada, Ver. INIFAP*",18.351667,-96.098333
"IFZIMAPAN","Zimapan, Hgo. INIFAP*",20.722778,-99.36
"IFZINAPERO","Zinapero, Mich. INIFAP*",20.168333,-102.008611
"IFZITLALTEPEC","Zitlaltepec, Tlax. INIFAP*",19.201667,-97.897222
"IGLGR","Iguala, Gro.",18.349722,-99.55
"IGNACIOPALACIOS","Ignacio Palacios, Son. INIFAP*",30.789167,-112.884167
"IGNACIORAMIREZ","Ignacio Ramírez, Méx. SGT*",19.465278,-99.704167
"IGNACIOZARAGOZA","Ignacio Zaragoza, Dgo. INIFAP*",24.335,-105.108889
"IGNCH","San Ignacio, Chih.",26.870833,-107.879167
"IGUALA","Iguala, Gro. SMN*",18.360278,-99.524167
"IGUALAPC","Iguala, Gro. Protección Civil*",18.341389,-99.503056
"IGZBN","Ignacio Zaragoza, B.C.",0,0
"IHTVC","Ixhuatlán del Café, Ver.",19.033333,-97
"IHUBS","El Ihuagil, B.C.S.",24.976111,-111.389722
"IHUZC","Presa derivadora Chihuila Dos, Zac.",21.487778,-103.1
"IHXTL","Ixtlahuixtla, Tlax.",19.326667,-98.366111
"IINGEN","Intituto de Ingeniería UNAM, Cd. de Méx. UNAM*",19.328889,-99.182222
"IIUNAM","Instituto de Ingeniería, Cd. de Méx. UNAM*",19.329722,-99.181944
"IJVMX","Insurgente Julián Villagrán, Méx.",20.083333,-99.492222
"ILACL","Integración Latinoamericana, Coah.",28.693056,-103.05
"ILRAYON","Ignacio López Rayón, Chis. SGT*",14.626111,-92.184722
"ILRMC","Ignacio López Rayón, Mich.",20,-102.033333
"ILUSIONES","Laguna de las Ilusiones, Tab. SGT*",18.011944,-92.931389
"IMRSO","Imuris, Son.",30.761667,-110.886944
"IMTA","Instituto Mexicano de Tecnología del Agua, Mor.*",18.883611,-99.158611
"IMTMR","Instituto Mexicano de Tecnología del Agua, Mor. SMN*",18.883611,-99.158611
"IMURISCILA","Imuris, Son. CILA*",30.798611,-110.8275
"INATP","Internacional Anzaldúas, Tamps.",26.133333,-98.335
"INAZC","Independencia Nacional, Zac.",22.326667,-103.493889
"INBIOTECA","Inbioteca, Ver. INIFAP*",19.521111,-96.894444
"INCVC","Ingenio Concepción, Ver.",19.604722,-96.884444
"INDAPARAPEO","Indaparapeo, Mich. INIFAP*",19.2925,-100.980556
"INDCH","Independencia, Chih.",29.267222,-108.1
"INDDR","Indé, Dgo.",25.575556,-105.219722
"INDIOSVER","Indios Verdes, Cd. de Méx. UNAM*",19.496389,-99.119444
"INDUSTRIAL","Ciudad Industrial, Gto. SAPAL*",21.063056,-101.686111
"INFIERNILLOCFE","Infiernillo, Mich. CFE*",18.271111,-101.893889
"INFMC","Infiernillo, Mich.",18.266667,-101.883333
"INFQT","Presa derivadora Infiernillo, Qro.",20.773333,-99.505278
"INGCH","San Ignacio, Chih.",26.870833,-107.879167
"INGENIO","Ingenio, Jal. INIFAP*",20.545,-104.053333
"INGENIODEATENCI","Ingenio de Atencingo, Pue. INIFAP*",18.503056,-98.611111
"INGENIOHUIXTLA","Ingenio Huixtla, Chis. INIFAP*",15.088056,-92.503611
"INGENIOQUESERIA","Ingenio Queseria, Col. INIFAP*",19.400833,-103.581944
"INGPLANDEAYALA","Ing. Plan de Ayala, S.L.P. INIFAP*",22.014444,-99.049444
"INIFAPCOLIMA","INIFAP, Col. INIFAP*",18.966667,-103.842222
"INIFAPEBANO","Ébano, S.L.P. INIFAP*",22.172222,-98.466111
"INIFAPGJ","INIFAP, Gto. INIFAP*",20.588333,-100.825833
"INIFAPHUICHIHUA","Huichihua, S.L.P. INIFAP*",21.475556,-98.977778
"INIFAPMR","INIFAP, Mor. INIFAP*",18.653056,-99.200556
"INIFAPNL","INIFAP, N.L. INIFAP*",25.2025,-99.778333
"INIFAPSANLUIS","Instituto Nacional de Investigaciones Forestales, Agrícolas y Pecuarias, S.L.P. INIFAP*",22.2275,-100.999444
"INIQR","Instituto Nacional de Innovación Agraria, Q. Roo.",18.572222,-88.459444
"INRZC","Los Indios Romualdos, Zac.",24.909167,-102.281111
"INSDR","Insurgentes, Dgo.",24,-104.4
"INSURGENTES","Insurgentes, Gto. SAPAL*",21.148056,-101.706944
"IOBGR","Observatorio de Iguala, Gro.",18.340556,-99.5375
"IOPGJ","Ing. Isidro G. Orozco Portugal, Gto.",20.711389,-100.859167
"IPESO","General Ignacio Pesqueira, Son.",30.581667,-110.895833
"IRASO","Ignacio R. Alatorre, Son.",28.426389,-110.396944
"IROLO","Irolo, Hgo. OCAVM*",19.759167,-99.590556
"IRPGJ","Irapuato, Gto.",20.683333,-101.35
"ISLAAGUADAmar","Isla Aguada, Camp. SEMAR*",18.846111,-91.435
"ISLACEDROSmar","Isla Cedros, B.C. SEMAR*",28.034444,-115.1875
"ISLACODEPAP","Isla - CODEPAP, Ver. INIFAP*",18.134167,-95.534444
"ISLACORONADOmar","Isla Coronado, B.C. SEMAR*",32.415556,-117.248056
"ISLAGUADALUPEma","Isla Guadalupe, B.C. SEMAR*",28.882778,-118.293056
"ISLALOBOSmar","Isla Lobos, Ver. SEMAR*",21.471667,-97.2175
"ISLAMUJERESmar","Isla Mujeres, Q. Roo. SEMAR*",21.2475,-86.741389
"ISLAPEREZmar","Isla Pérez, Yuc. SEMAR*",22.384167,-89.681944
"ISLASMARIASmar","Islas Marías, Nay. SEMAR*",21.629722,-106.536944
"ISOCORROmar","Isla Socorro, Col. SEMAR*",18.726667,-110.953611
"ITESAAPAN","ITESA-Apan, Hgo. SMN*",19.728611,-98.466111
"ITESTA","Itesta, Ver. INIFAP*",21.333611,-98.220278
"ITOOX","Instituto Tecnológico de Oaxaca, Oax.",0,0
"ITSSAT","Itssat, Ver. INIFAP*",18.436944,-95.169722
"ITSTAMAZULA","Instituto Técnico Superior Tamazula, Jal. INIFAP*",19.686667,-103.231389
"ITUMX","Iturbide, Méx.",19.53,-99.465556
"ITUNL","Iturbide, N.L.",24.726944,-99.907778
"IUJTL","La Ahualaja, Tlax.",19.3,-98.6
"IVAJL","Lic. Ignacio Luis Vallarta, Jal.",19.9075,-104.269444
"IVGSL","Valentín Gama, S.L.P.",21.88,-100.820556
"IVRGJ","Válvulas de riego en Allende, Gto.",20.85,-100.816667
"IXCAMILPACFE","Ixcamilpa, Pue. CFE*",18.039722,-98.72
"IXCCP","Ixcán, Chis.",16.1,-91.083333
"IXCHD","Ixcojo, Hgo.",20.463056,-99.572222
"IXCMX","Ixtlahuaca, Méx.",19.5675,-99.769444
"IXHCM","Ixtlahuacán, Col.",19,-103.718056
"IXHMX","San Juan Ixhuatepec, Méx.",19.52,-99.118611
"IXHUATAN","Ixhuatán, Oax. INIFAP*",16.367222,-94.471667
"IXMHD","Ixmiquilpan, Hgo.",20.481944,-99.220833
"IXMIQUILPAN","Ixmiquilpan, Hgo. OCAVM*",20.496111,-99.181111
"IXMIQUILPANINIF","Ixmiquilpan, Hgo. INIFAP*",20.495833,-99.180833
"IXPSI","Ixpalino, Sin.",23.955556,-106.595833
"IXTALTEPEC","Ixtaltepec, Oax. SGT*",16.503611,-95.053889
"IXTAPA","Ixtapa, Nay. INIFAP*",21.300556,-105.191389
"IXTAPALUCA","Ixtapaluca, Méx. OCAVM*",19.331111,-98.877778
"IXTAPANCFE","Ixtapan del Oro, Méx. CFE*",19.264722,-100.281111
"IXTAPANTONGOCFE","Ixtapantongo, Méx. CFE*",17.117222,-99.562778
"IXTAPOPO","Ixtapopo, Méx. SMN*",19.095556,-98.643056
"IXTENCO","Ixtenco, Tlax. INIFAP*",19.247222,-97.902778
"IXTGR","Ixcateopan de Tlapa, Gro.",17.6225,-98.513333
"IXTLAHUACAN","Ixtlahuacán, Col. INIFAP*",18.983333,-103.71
"IXTLANDELRIO","Ixtlán del Río, Nay. INIFAP*",21.024167,-104.361944
"IXTLANRIO","Ixtlán del Río, Nay. SMN*",21.038889,-104.298056
"IXTMX","Ixtapantongo, Méx.",19.176944,-100.251944
"IXTOCmar","Ixtoc Alfa, Camp. SEMAR*",19.941667,-92.036111
"IXTOX","Ixtepec, Oax.",16.583333,-95.1
"IXTPB","Ixtacamaxtitlán, Pue.",19.621667,-97.815833
"IZGDR","Ignacio Zaragoza, Dgo.",24.383333,-105.15
"IZMPB","Izúcar de Matamoros, Pue.",18.610833,-98.466389
"IZMYC","Izamal, Yuc.",20.932778,-89.029444
"IZOZC","El Izote, Zac.",21.515833,-103.393056
"IZTAPALAPA","Iztapalapa, Cd. de Méx. UNAM*",19.349722,-99.07
"IZUCARMATAM","IZÚCAR DE MATAMOROS, PUE",18.683333,-98.566667
"IZUPB","Izúcar de Matamoros, Pue. SMN*",18.683333,-98.566667
"JA2VC","Jalapa, Ver. SMN*",19.696111,-96.924722
"JABCP","Jabalí, Chis.",16.147222,-91.377222
"JABMX","El Jabali, Méx.",19.608056,-99.583889
"JABONCILLOS","Jaboncillos",29.41,-101.04
"JACALA","Jacala, Hgo. INIFAP*",21.004722,-99.191389
"JACATEPEC_PC","Santa María Jacatepec, Oax. Protección Civil*",17.874444,-96.200556
"JACOX","Jacatepec, Oax.",17.866667,-96.2
"JAGCH","El Jagüey, Chih.",28.565556,-107.345
"JALA","Jala, Nay. INIFAP*",21.081389,-104.4375
"JALAPA","JALAPA, Ver. *",19.696111,-96.924722
"JALGJ","Jalpa, Gto.",20.7625,-100.613889
"JALGR","Jaltipán, Gro.",17.566111,-99.421667
"JALHD","Jaltocan, Hgo.",21.133056,-98.538333
"JALOSTOTITLAN3","Jalostotitlán 3, Jal. INIFAP*",21.096111,-102.483056
"JALQT","Jalpan, Qro.",21.206667,-99.472222
"JALTB","Jalapa, Tab.",17.9875,-92.816667
"JALTENANGO","Jaltenango, Chis. SGT*",15.886111,-92.72
"JALVC","Jaltipán, Ver.",17.95,-94.666667
"JALZC","Juan Aldama, Zac.",24.281667,-103.3975
"JAMAPA","Jamapa, Ver. SGT*",19.042778,-96.241389
"JAMAY","Jamay, Jal. INIFAP*",20.281667,-102.649167
"JANMR","Jantetelco, Mor.",18.726944,-98.769444
"JANOS","Janos, Chih. SMN*",30.838889,-108.427222
"JAPCP","Jaltenango, Chis.",15.866667,-92.725
"JARCH","Junta de los Arroyos, Chih.",29.635833,-107.8125
"JARDINgp","El Jardín, Gto. INIFAP*",21.264722,-100.591667
"JARMC","Jaripo, Mich.",19.958333,-102.601944
"JARZC","El Jaralillo, Zac.",24.260556,-103.066667
"JAUMAVE","Jaumave, Tamps. SMN*",23.4075,-99.375278
"JBGTP","José Bernardo Gutierrez de Lara, Tamps.",22.534167,-99.05
"JBGZC","José Balderas García, Zac.",23.996111,-103.469722
"JC1ZC","San Juan Capistrano 1, Zac.",22.632222,-104.1
"JC2AG","km 1+400 Jocoque hidrométrica, Ags.",22.121111,-102.354444
"JC2ZC","San Juan Capistrano Dos, Zac.",22.649167,-104.116667
"JCACH","Jacales, Chih.",28.3075,-106.296667
"JCASO","Presa Jales Cananea, Son.",30.950556,-110.205278
"JCBGR","Juan Catalan Bervera, Gro.",17.555556,-99.441944
"JCHZC","Juchipila, Zac.",21.404722,-103.114167
"JCQAG","Jocoque, Ags.",22.121667,-102.356944
"JCRGJ","Jerécuaro, Gto.",20.145556,-100.518333
"JCRVC","Jesús Carranza, Ver.",17.433333,-95.033333
"JCTJL","Jocotlán, Jal.",19.791667,-104.862222
"JDCVC","San José del Carmen, Ver.",17.873611,-94.088889
"JDGCP","Juan de Grijalva, Chis.",17.364167,-93.381389
"JDMOX","Presidente Benito Juárez, Oax.",16.445556,-95.397778
"JDMTB","Jalpa de Méndez, Tab.",18.174444,-93.063889
"JDPGJ","Jaral del Progreso, Gto.",20.38,-101.056389
"JECSI","Jecolua, Sin.",26.295,-108.674167
"JERAG","San Jerónimo Uno, Ags.",21.790833,-102.461667
"JERZC","Jerez, Zac.",22.642778,-103.001944
"JESCP","Jesús, Chis.",15.875,-93.475
"JESUSMARIACFE","Jesús María, Nay. CFE*",22.250556,-104.514444
"JFOHD","Insurgente José Francisco Osorno, Hgo.",20.205278,-98.490833
"JGRIJALVACFE","Túneles Juan de Grijalva, Chis. CFE*",17.364167,-93.381389
"JGRSI","Juan Guerrero Alcocer, Sin.",24.753611,-107.059444
"JICMC","Presa derivadora Jicalán, Mich.",19.265833,-102.066667
"JIHJL","El Jihuite, Jal.",20.854167,-102.715278
"JIMENEZ","Jiménez, Coah. SGT*",29.05,-100.663889
"JIMENEZ2CHIH","Jiménez, Chih. SGT*",27.140833,-104.914444
"JIMENEZCHIH","Jiménez, Chih. SMN*",27.110833,-104.906389
"JIMTP","Jiménez, Tamps.",24.211944,-98.484722
"JJCZC","San Juan de la Casimira, Zac.",23.1,-103.288333
"JJRIOS","Juan José Ríos, Sin. INIFAP*",25.763333,-108.813056
"JLLGJ","San Juan de Llanos, Gto.",21.274167,-101.348056
"JLMVC","Jalcomulco, Ver.",19.2625,-96.393333
"JLNVC","Jalacingo, Ver.",19.816667,-97.3
"JLOSO","Jacinto López, Son.",30.871667,-109.683611
"JLPJL","Jalipa, Jal.",0,0
"JLPQT","Jalpan, Qro.",21.230278,-99.479722
"JLPSI","José López Portillo, Sin.",24.571667,-106.807222
"JLPZC","Lic. José López Portillo, Zac.",21.528333,-102.682222
"JMAGJ","Jesús María, Gto.",21.351667,-101.212222
"JMANR","Jesús María, Nay.",22.250833,-104.516944
"JMAOX","José María Armenta, Oax.",16.7925,-96.495
"JMASO","Juan Maldonado, Son.",27.504722,-109.588611
"JMAZC","Jose María Cos, Zac.",22.223333,-101.3975
"JMMQR","José María Morelos, Q. Roo.",19.738889,-88.709722
"JMNCH","Jiménez, Chih.",27.126667,-104.912778
"JMORELOS","José María Morelos, Q. Roo. SMN*",19.752222,-88.703611
"JMRBN","Interconexión José María Morelos y Pavón, B.C.",32.705,-114.728056
"JMRQT","Jesús María, Qro.",0,0
"JMYJL","Jamay, Jal.",20.293889,-102.705833
"JMZCL","Jiménez hidrométrica, Coah.",29.05,-100.66
"JNAGR","Juan Nepomuceno Álvarez, Gro.",16.873611,-99.925278
"JNASI","Jaina, Sin.",25.9,-108.013889
"JNCMR","Jonacatepec, Mor.",18.7,-98.8
"JOACHINCODEPAP","Joachín - CODEPAP, Ver. INIFAP*",18.585833,-96.2
"JOAQUIN","San Joaquin Cesave, Son. INIFAP*",29.441944,-110.311111
"JOAZC","General Joaquín Amaro, Zac.",23.476944,-103.568889
"JOBAL","Jobal, Camp. INIFAP*",18.724722,-90.889722
"JOCAG","Presa derivadora Jocoqui, Ags.",22.116667,-102.356944
"JOCJL","Jocotepec, Jal. SMN*",20.274444,-103.415
"JOCOTEPEC","Jocotepec, Jal. *",20.274444,-103.415
"JODSI","El Sabino, Sin.",26.437222,-108.712222
"JOJMR","Jojutla, Mor.",18.6,-99.2
"JOMGJ","Chichimequillas, Gto.",21.033333,-101.438056
"JONACATEPEC","Jonacatepec, Mor. INIFAP*",18.696944,-98.831667
"JONTB","Jonuta, Tab.",18.085556,-92.136944
"JONUTA","Jonuta, Tab. SGT*",18.089722,-92.137778
"JONUTA2","Jonuta puente, Tab. SGT*",18.100556,-92.167222
"JONUTAHM","Jonuta hidrométrica, Tab. SGT*",18.100556,-92.167222
"JONUTAPC","Jounta, Tab. Protección Civil*",18.089722,-92.1375
"JORMX","La Jordana, Méx.",19.795833,-99.999444
"JORSI","Josefa Ortiz de Domínguez, Sin.",26.426944,-108.7025
"JOSEFABELA","José Fabela Atlacomulco, Méx. SGT*",19.684167,-99.791667
"JOYVC","La Joya, Ver.",19.603611,-97.021111
"JOYYOMAYU","Joyyo Mayu, Chis. SGT*",16.759444,-93.145833
"JPOMC","Jaripeo, Mich.",19.651111,-100.482778
"JPRSO","Júpare, Son.",26.801944,-109.701944
"JRMHD","Jaramillo, Hgo.",20.170278,-98.730833
"JRPMC","Río Jaripo, Mich.",19.956111,-102.600556
"JRQQT","Juriquilla, Qro.",20.7,-100.45
"JRZCL","Juárez, Coah.",27.6,-100.716667
"JSACP","Juan Sabines, Chis. SMN*",15.916667,-92.916667
"JSBCP","Juan Sabines, Chis.",15.996389,-92.898611
"JSNNL","Ing. José S. Noriega, N.L.",25.083333,-99.1
"JSPAG","Jales San Pedro, Ags.",22.214722,-102.146944
"JSUSL","Jesús, S.L.P.",21.905,-100.961389
"JTUZC","Jiménez de Teul, Zac.",23.248611,-103.804722
"JUADR","Las Juanitas, Dgo.",25.5575,-104.622778
"JUANESCOBEDO","Juan Escobedo, Jal. INIFAP*",20.816667,-104.009722
"JUAREZ","Juárez, Chis. Protección Civil*",17.608333,-93.193333
"JUAREZHIDALGO","Juárez Hidalgo, Hgo. INIFAP*",20.845556,-98.873889
"JUCHITAN","Juchitán, Oax. INIFAP*",16.469444,-94.992778
"JUCOX","Juchitan, Oax.",16.433333,-95.033333
"JUIJL","Juiquinaque, Jal.",21.695,-102.543333
"JULIANTABAMPO","Juliantabampo, Son. REMAS*",26.774722,-109.698056
"JULMX","Las Julianas, Méx.",19.466667,-99.294167
"JUNCAL","Juncal, Camp. INIFAP*",18.050833,-91.906111
"JUOGJ","San Juan de Otates, Gto.",21.134722,-101.545833
"JUPARE","Júpare, Son. INIFAP*",26.8,-109.7
"JURZC","Julio Ruelas, Zac.",22.265278,-103
"JUXTLAHUACA_PC","Juxtlahuaca, Oax. Protección Civil*",17.320556,-98.009722
"JVIGJ","Jalpa Vieja, Gto.",20.890833,-102
"K10SO","km 108 de Canal Alto, Son.",27.1,-109.6
"K11CH","km 115+100, Chih.",28.2,-108.6
"K14SO","km 14 de Canal Alto, Son.",27.706667,-109.896389
"K15CH","km 140+000, Chih.",28.2,-106.5
"K16CH","km 16+100, Chih.",28.2,-105.6
"K18BN","Kilómetro Dieciocho, B.C.",32.253611,-115.041389
"K20SO","km 20, Son.",27.78,-109.9
"K21GR","km 21, Gro.",16.966667,-99.783333
"K23SO","km 23, Son.",27.776667,-109.904444
"K25SO","km 25 de Canal Alto, Son.",27.642222,-108.8725
"K26MX","km 0 + 262, Méx.",19.659722,-99.951944
"K27BN","Kilómetro Veintisiete, B.C.",32.504444,-114.847222
"K27MX","km 27+250, Méx.",19.633333,-99.05
"K38SO","km 38, Son.",27.227778,-109.346111
"K39SO","km 39 de Canal Alto, Son.",27.560278,-109.873889
"K40DR","km 40+000 Sacramento, Dgo.",0,0
"K54DR","km 54+000, Dgo.",0,0
"K58SO","km 58 de Canal Alto, Son.",27.436389,-109.845
"K68DR","km 68+000, Dgo.",0,0
"K68SO","km 68 de Canal Alto, Son.",27.354444,-109.858611
"K73SO","km 73 Pótam, Son.",27.625278,-110.416944
"K79SO","km 79 de Canal Alto, Son.",27.5,-109.9
"K81SO","km 81 de Canal Alto, Son.",27.1,-109.6
"K89CH","km 89+500, Chih.",28.5,-105.6
"K91SO","km 91 de Canal Alto, Son.",27.483333,-109.933333
"KANTUNILKIN","Kantunilkín, Q. Roo. SMN*",21.101944,-87.486111
"KANTUNILKINIF","Kantunilkín, Q. Roo. INIFAP*",21.166944,-87.48
"KESTE","Keste, Camp. INIFAP*",19.555833,-90.529167
"KINO","Kino, Son. REMAS*",28.694722,-111.653611
"KINYC","Kinchil, Yuc.",20.909722,-89.949444
"KM0CH","km 0+500, Chih.",0,0
"KM1OX","km 33+190, Oax.",16.6,-95.2
"KM27+250","km 27+250, Méx. SGT*",19.6425,-99.055
"KM2MX","km 27+250, Méx.",19.6425,-99.055
"KM2OX","km 51+740, Oax.",16.416667,-95.716667
"KNKCA","Kankí, Camp.",19.955278,-90.118333
"KNTQR","Kantunilkín, Q. Roo.",21.095833,-87.485556
"KOLEMJA","Kolem-Ja, Tab. Protección Civil*",17.412222,-92.754722
"KUXYC","Kuxeb, Yuc.",20.856111,-87.870833
"L1IGJ","Laja Uno Pequeña Irrigación La Begoña, Gto.",0,0
"L2IGJ","Laja Dos Pequeña Irrigación Pericos, Gto.",0,0
"LAAGRARIA","La Agraria, Méx. OCAVM*",19.759167,-98.590556
"LAARENA","La Arena, N.L. SGT*",25.765,-99.975556
"LAASCENSION","La Ascensión, N.L. INIFAP*",24.336944,-99.943056
"LAASUNCION","La Asunción, Méx. INIFAP*",19.145,-99.571944
"LABARCA","La Barca, Jal. SGT*",20.275556,-102.558333
"LABARCAIF","La Barca Universidad de Guadalajara, Jal. INIFAP*",20.275,-102.603056
"LABARRETA","La Barreta, N.L. INIFAP*",25.069444,-98.976389
"LABBIOTECNOLOGI","Laboratorio de Biotecnología, N.L. INIFAP*",25.808056,-99.174167
"LABGJ","La Laborcita, Gto.",21.116667,-101.536944
"LABOQUILLA","La Boquilla, Chih. SGT*",37.544722,-105.412778
"LABOQUILLAAG","La Boquilla, Ags. INIFAP*",21.856111,-102.541944
"LABOQUILLACFE","La Boquilla, Jal. CFE*",202.916667,-103.426111
"LABORCELANA","La Borcelana, Chis. INIFAP*",16.749167,-93.474167
"LACAJA","La Caja, Col. INIFAP*",19.388333,-103.805
"LACALDERA","La Caldera Subestación eléctrica Santa Lucía, Méx. SACMEX*",19.339167,-98.975
"LACALERACFE","La Calera, Gro. CFE*",18.418611,-101.003889
"LACAMPANA","La Campana Cesave, Son. INIFAP*",28.301944,-110.656944
"LACANDELARIA","La Candelaria, Son. INIFAP*",30.510833,-112.286667
"LACANGREJERA","La Cangrejera, Ver. *",18.107222,-94.3325
"LACANTUN","Lacantún, Chis. SGT*",16.149444,-90.901667
"LACAPILLA","La Capilla Cesave, Son. INIFAP*",29.673889,-110.143889
"LACASITAJL","La Casita, Jal. INIFAP*",20.471944,-102.259444
"LACASITAJL2","La Casita 2, Jal. INIFAP*",20.936389,-103.039444
"LACCP","Lacantún, Chis.",16.580833,-90.702222
"LACEIBA","La Ceiba, Q. Roo. INIFAP*",18.832778,-88.486389
"LACEIBAPUE","La Ceiba, Pue. SGT*",20.391667,-97.879167
"LACIENEGA","La Cienega, Oax. INIFAP*",16.89,-96.7725
"LACMX","La Colorada, Méx.",19.5,-99.278889
"LACNL","La Ascención, N.L.",24.32,-99.57
"LACODORNIZ","La Codorniz, Ags. INIFAP*",21.993333,-102.675
"LACONCEPCION","La Concepción, Pue. INIFAP*",19.541389,-97.594167
"LACONCHA","La Concha, Méx. INIFAP*",19.666111,-99.871944
"LACONCORDIA","La Concordia, Chis. INIFAP*",16.683889,-93.715
"LACONQUISTA","La Conquista, Ver. INIFAP*",19.2925,-96.378611
"LACRIBA","La Criba La Placita de Morelos, Mich. INIFAP*",18.548889,-103.593056
"LACRUZDEELOTA","La Cruz de Elota, Sin. INIFAP*",23.893333,-106.888611
"LACUESTA","La Cuesta, Son. INIFAP*",29.283889,-110.923889
"LACUNACFE","La Cuña, Jal. CFE*",21.006389,-102.821389
"LACURVA","La Curva, Sin. INIFAP*",25.498611,-108.219722
"LACVC","La Cangrejera, Ver. SMN*",18.107222,-94.3325
"LADGJ","Las Adjuntas, Gto.",20.675278,-101.844167
"LADNL","Aldamas, N.L.",26,-99.2
"LADRILLERA","La Ladrillera, Son. REMAS*",30.336667,-110.716111
"LADULCE","La Dulce, S.L.P. INIFAP*",23.011389,-102.168333
"LAECM","La Esperanza, Col.",19.17,-103.866389
"LAECP","La Escalera, Chis.",16.490278,-93.216667
"LAENCANTADA","La Encantada, Tamps. SGT*",23.385556,-99.078056
"LAENCRUCIJADA","La Encrucijada, Chis. SGT*",15.068333,-92.755278
"LAESCALERA","La Escalera, Jal. INIFAP*",20.547778,-103.903611
"LAESCALERAHC","La Escalera, Chis. SGT*",16.517222,-92.992222
"LAESPERANZA","La Esperanza, Tamps. SGT*",23.17,-97.951667
"LAESPERANZAGJ","La Esperanza, Gto. INIFAP*",21.601111,-101.08
"LAESTANCIA","La Estancia, Gto. INIFAP*",20.954167,-101.747778
"LAESTANCIAMX","La Estancia, Méx. INIFAP*",19.826111,-99.03
"LAESTRELLA","La Estrella, Jal. INIFAP*",19.2275,-103.458056
"LAETP","La Esperanza, Tamps.",23.166389,-97.953333
"LAFLOR","La Flor de Jimulco, Dgo. SMN*",26.549722,-103.983333
"LAFLORIDA","La Florida, Zac. SMN*",22.686111,-103.6025
"LAFLORIDACFE","La Florida, Zac. CFE*",22.686389,-103.602778
"LAFLORIDAINIFAP","La Florida, Son. INIFAP*",29.268611,-110.890278
"LAFORTALEZA","La Fortaleza, Jal. INIFAP*",19.550278,-103.590556
"LAFORTUNA","La Fortuna, Chih. INIFAP*",30.233333,-107.69
"LAFRAGUA","La Fragua, Coah. SGT*",28.823056,-100.833333
"LAGALLINA","La Gallina, Jal. INIFAP*",20.408056,-103.153056
"LAGAVILANA","La Gavilana, Gto. INIFAP*",20.303889,-101.781667
"LAGCL","La Lagunilla, Coah.",25.408056,-101.513056
"LAGELZAPOTE","Laguna el Zapote, Chis. SGT*",17.93,-92.83
"LAGENOVEVA","La Genoveva, Sin. INIFAP*",25.8625,-108.916944
"LAGESCCODEPAP","Laguna Escondida - CODEPAP, Ver. INIFAP*",18.418889,-96.151944
"LAGHD","La Laguna, Hgo.",20.135556,-98.116667
"LAGJL","Lagunillas, Jal.",20.764722,-102.893333
